"","Kommune","Age 0-9","Age 10-19","Age 20-29","Age 30-39","Age 40-49","Age 50-59","Age 60-69","Age 70-79","Age 80-89","Age 90-98","Age 100 or more","No_education","Pensionist","Population Density"
"353","Evje","429","545","418","480","557","449","459","379","157","31","0","12","765","7"
"354","Bygland","95","117","113","115","156","159","170","158","45","8","0","5","287","1"
"355","Valle","107","134","135","109","147","161","182","140","55","10","0","1","298","1"
"356","Bykle","80","103","125","138","143","169","126","78","25","8","0","4","171","1"
"357","Vennesla","1824","2015","1960","2141","2036","1951","1610","1147","499","111","0","67","2409","42"
"358","Åseral","93","119","118","85","105","151","119","72","37","12","0","2","157","1"
"359","Lyngdal","1358","1569","1287","1297","1388","1373","1084","934","377","82","2","42","1871","17"
"360","Hægebostad","225","226","201","216","247","226","171","141","76","20","1","8","316","4"
"361","Kvinesdal","668","761","677","766","718","845","720","541","272","52","4","30","1166","7"
"362","Sirdal","192","250","220","234","214","255","206","174","67","24","1","1","352","1"
"363","Eigersund","1669","1954","1772","1901","1901","2004","1709","1410","574","112","5","52","2819","38"
"364","Stavanger","16598","18183","19443","21747","20435","18879","15041","10469","4184","1003","29","665","21898","563"
"365","Haugesund","3868","4601","4700","5047","5429","5226","4128","3217","1315","309","15","151","6567","551"
"366","Sandnes","10726","11200","9794","12835","11971","10273","7933","5235","2103","471","7","360","11134","86"
"367","Sokndal","369","476","340","380","402","440","420","317","138","42","0","5","713","12"
"368","Lund","386","437","351","368","363","444","405","279","144","28","1","12","648","9"
"369","Bjerkreim","344","430","304","387","360","372","321","229","87","14","0","6","466","5"
"370","Hå","2649","2940","2343","2703","2618","2393","1895","1403","582","121","2","72","2964","78"
"371","Klepp","2704","2927","2718","2994","2870","2713","1675","1371","557","83","3","69","2761","198"
"372","Time","2561","2741","2486","2827","2647","2386","2024","1377","600","130","2","52","3022","113"
"373","Gjesdal","1713","1788","1407","1871","1745","1531","1196","722","278","50","1","29","1574","22"
"374","Sola","3684","3792","3455","4328","3955","3657","2710","1762","818","150","4","113","3873","400"
"375","Randaberg","1443","1615","1505","1541","1467","1595","1158","819","453","69","6","36","1837","477"
"376","Strand","1741","1926","1573","1826","1736","1662","1372","1063","475","98","2","43","2227","56"
"377","Hjelmeland","280","353","270","303","314","336","334","279","123","25","2","9","577","3"
"378","Suldal","431","518","375","386","486","489","503","410","175","41","1","14","861","2"
"379","Sauda","483","582","454","541","559","599","628","403","223","70","1","9","990","9"
"380","Kvitsøy","51","59","64","48","61","84","70","51","38","9","0","0","130","87"
"381","Bokn","77","108","110","85","101","131","109","90","42","14","1","1","200","19"
"382","Tysvær","1494","1674","1283","1444","1496","1452","1130","961","404","66","1","37","1913","28"
"383","Karmøy","5018","5815","4960","5508","5633","5813","4549","3676","1589","331","11","154","7615","193"
"384","Utsira","17","28","20","18","31","24","39","20","9","2","0","0","43","31"
"385","Vindafjord","1021","1154","1000","1129","1107","1146","1082","737","353","114","1","37","1696","15"
"386","Bergen","30399","31612","46990","43940","37409","36178","28746","21483","9972","2511","90","1134","45210","645"
"387","Kinn","1751","2350","2006","2072","2071","2356","2200","1544","646","174","9","72","3290","22"
"388","Etne","467","520","418","467","508","532","504","395","198","61","3","11","887","6"
"389","Sveio","684","798","639","702","785","690","687","512","189","44","2","11","1069","26"
"390","Bømlo","1421","1749","1343","1478","1562","1572","1311","1161","411","119","5","35","2325","51"
"391","Stord","2264","2574","2241","2482","2464","2566","1984","1628","716","173","6","49","3416","138"
"392","Fitjar","349","454","315","371","466","367","410","316","101","30","2","6","643","23"
"393","Tysnes","337","317","260","347","315","350","387","391","166","38","2","8","780","12"
"394","Kvinnherad","1288","1704","1476","1327","1570","1824","1613","1440","678","131","7","36","2965","12"
"395","Ullensvang","1024","1332","1177","1210","1352","1568","1475","1210","641","152","7","40","2659","4"
"396","Eidfjord","108","100","92","108","106","145","141","102","46","13","1","3","215","1"
"397","Ulvik","108","127","97","101","117","157","143","136","58","12","0","0","262","2"
"398","Voss","1790","1982","1758","2116","1882","1986","2002","1612","770","242","4","33","3503","8"
"399","Kvam","966","1054","866","949","988","1116","1092","921","466","108","5","25","1981","15"
"400","Samnanger","267","297","256","265","329","312","350","293","91","31","4","14","578","10"
"401","Bjørnafjorden","3073","3585","2784","3491","3534","3144","2705","2217","888","167","8","76","4444","52"
"402","Austevoll","705","722","573","685","699","609","602","472","185","43","2","16","976","46"
"403","Øygarden","4877","5441","4465","5269","5345","5403","4095","3175","1072","219","7","135","6283","130"
"404","Askøy","3832","4467","3190","4043","4459","3846","2794","2340","842","172","4","108","4593","317"
"405","Vaksdal","396","460","390","472","474","496","526","398","201","59","3","10","889","6"
"406","Modalen","41","61","35","44","47","44","47","37","21","3","0","1","78","1"
"407","Osterøy","953","1031","907","1052","1032","1047","923","782","324","99","2","28","1630","33"
"408","Alver","3468","4120","3357","3646","4031","3862","3302","2839","1037","251","7","78","5629","45"
"409","Austrheim","289","336","302","325","370","366","341","351","153","21","2","11","692","51"
"410","Fedje","47","69","33","47","55","76","74","72","31","9","0","3","145","56"
"411","Masfjorden","171","203","151","185","165","207","252","187","101","30","2","5","429","3"
"412","Gulen","203","268","223","255","243","325","310","253","114","31","3","2","511","4"
"413","Solund","57","79","74","66","90","109","121","105","46","9","0","1","202","4"
"414","Hyllestad","96","121","128","103","162","208","168","177","92","13","0","4","354","5"
"415","Høyanger","315","459","459","353","412","646","567","455","220","62","1","9","998","4"
"416","Vik","249","308","257","244","290","308","371","317","179","35","3","9","699","3"
"417","Sogndal","1486","1426","1782","1775","1336","1474","1302","1062","439","116","0","39","2148","10"
"418","Aurland","170","166","200","294","175","267","216","187","76","23","1","4","341","1"
"419","Lærdal","199","243","233","224","247","318","283","264","92","23","3","10","496","2"
"420","Årdal","460","563","591","540","566","833","692","547","289","91","0","12","1283","6"
"421","Luster","628","655","572","638","580","695","676","508","277","68","5","10","1150","2"
"422","Askvoll","303","355","266","297","318","383","435","362","179","48","3","8","779","9"
"423","Fjaler","291","560","326","292","285","337","325","322","155","19","1","10","639","7"
"424","Sunnfjord","2554","3085","2792","2886","2715","2816","2583","1821","759","197","7","42","3872","11"
"425","Bremanger","293","434","343","303","414","524","459","418","224","69","1","13","907","4"
"426","Stad","1084","1201","1067","1074","1100","1254","1251","934","462","108","8","28","2050","14"
"427","Gloppen","665","796","600","653","686","733","740","658","288","69","4","18","1319","6"
"428","Stryn","771","966","833","860","902","972","810","736","309","80","5","24","1470","5"
"429","Kristiansund","2192","2899","2805","3118","3021","3345","3038","2580","950","208","3","112","5095","279"
"430","Molde","3379","3900","3901","4124","3828","4299","4003","3289","1369","345","9","96","6774","22"
"431","Ålesund","7384","8166","8881","9214","8800","8729","7450","5858","2384","641","13","264","12034","111"
"432","Vanylven","236","303","295","270","317","469","459","436","184","42","2","9","882","8"
"433","Sande","237","262","219","253","318","403","321","271","125","32","1","7","555","27"
"434","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","1797","74"
"435","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","1797","29"
"436","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","1797","74"
"437","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","1797","29"
"438","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","1797","74"
"439","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","1797","29"
"440","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","1797","74"
"441","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","1797","29"
"442","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","406","74"
"443","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","406","29"
"444","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","406","74"
"445","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","406","29"
"446","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","406","74"
"447","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","406","29"
"448","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","406","74"
"449","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","21","406","29"
"450","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","1797","74"
"451","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","1797","29"
"452","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","1797","74"
"453","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","1797","29"
"454","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","1797","74"
"455","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","1797","29"
"456","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","1797","74"
"457","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","1797","29"
"458","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","406","74"
"459","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","406","29"
"460","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","406","74"
"461","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","406","29"
"462","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","406","74"
"463","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","406","29"
"464","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","406","74"
"465","Herøy","911","1159","861","1066","1144","1241","1090","878","395","95","2","8","406","29"
"466","Ulstein","1017","1205","1003","1072","1173","1273","920","736","330","68","0","39","1520","90"
"467","Hareid","600","682","522","720","663","622","625","470","198","57","0","14","995","67"
"468","Ørsta","1226","1405","1243","1332","1310","1396","1314","1076","483","141","3","32","2263","17"
"469","Stranda","392","476","481","565","543","638","535","454","258","77","2","7","1053","5"
"470","Sykkylven","734","991","828","874","972","1087","947","784","334","78","1","41","1617","23"
"471","Sula","1247","1344","1074","1331","1323","1150","1006","757","296","108","0","28","1595","167"
"472","Giske","1179","1204","941","1200","1128","1028","962","664","312","71","3","21","1468","215"
"473","Vestnes","686","860","722","806","849","1016","972","785","280","71","4","61","1568","17"
"474","Rauma","738","861","686","845","831","983","866","797","346","90","3","22","1643","5"
"475","Aukra","381","536","413","472","478","437","377","360","158","42","0","13","721","58"
"476","Averøy","563","767","589","663","740","830","766","633","262","56","3","23","1290","34"
"477","Gjemnes","280","365","256","311","322","323","352","338","103","18","1","7","608","7"
"478","Tingvoll","263","353","295","320","348","445","435","364","170","34","4","6","729","9"
"479","Sunndal","730","794","786","817","720","1052","1060","699","344","106","2","26","1661","4"
"480","Surnadal","610","642","677","621","630","853","795","700","323","59","2","16","1423","4"
"481","Smøla","189","228","239","247","233","300","315","269","109","28","1","7","546","8"
"482","Aure","294","367","329","338","392","519","488","446","165","43","0","8","855","5"
"483","Volda","1159","1343","1858","1309","1188","1261","1223","1015","483","116","5","18","2125","13"
"484","Fjord","186","341","238","219","279","350","369","303","164","42","3","1","639","2"
"485","Hustadvika","1471","1778","1453","1671","1664","1765","1591","1316","527","102","3","51","2731","26"
"486","Trondheim","21870","23490","38662","33160","27039","25425","20042","15375","6209","1360","28","639","30947","424"
"487","Steinkjer","2430","2891","2626","2787","2652","3360","3131","2588","1206","273","11","67","5442","12"
"488","Namsos","1471","1869","1872","1714","1634","2114","1843","1600","658","144","4","54","3147","8"
"489","Frøya","632","529","769","867","673","688","601","417","174","38","3","15","867","23"
"490","Osen","74","96","85","77","97","105","157","140","59","13","1","3","271","2"
"491","Oppdal","791","894","767","869","815","1010","901","786","344","78","1","35","1582","3"
"492","Rennebu","258","270","265","232","245","382","335","335","131","27","1","12","625","3"
"493","Røros","512","575","593","629","646","754","824","742","270","52","1","20","1451","3"
"494","Holtålen","167","224","212","194","207","318","267","253","140","15","0","8","534","2"
"495","Midtre","701","680","711","791","695","851","727","612","285","78","2","22","1273","3"
"496","Melhus","2033","2294","2032","2291","2321","2315","1769","1464","680","139","2","39","3038","26"
"497","Skaun","1095","1238","851","1173","1163","1127","842","635","246","70","1","9","1312","39"
"498","Malvik","1873","2032","1533","2006","2064","2128","1451","1058","436","79","2","34","2156","89"
"499","Selbu","424","478","437","455","508","589","536","431","227","59","0","8","963","4"
"500","Tydal","65","66","63","79","65","106","147","89","57","16","0","1","222","1"
"501","Meråker","239","256","240","261","286","357","350","286","117","32","2","10","588","2"
"502","Stjørdal","2635","3304","2818","2936","3077","3521","2731","2353","1000","164","2","79","4653","27"
"503","Frosta","269","301","296","275","308","371","366","281","148","30","0","9","583","35"
"504","Levanger","2284","2591","2522","2485","2329","2726","2412","1955","858","175","7","58","4004","33"
"505","Verdal","1488","1899","1847","1692","1814","2084","1795","1689","572","120","2","40","3186","10"
"506","Snåase","213","250","189","220","199","284","277","222","139","27","1","9","503","1"
"507","Lierne","101","135","138","117","146","194","192","173","82","17","0","3","357","0"
"508","Raarvihke","35","52","32","55","32","51","71","66","27","8","0","2","126","0"
"509","Namsskogan","60","93","89","62","89","129","116","97","68","11","0","1","233","1"
"510","Grong","238","286","230","253","234","318","313","254","139","30","1","4","547","2"
"511","Høylandet","106","184","119","109","140","152","162","160","70","14","0","1","320","2"
"512","Overhalla","476","528","437","509","453","469","478","336","149","37","1","9","734","6"
"513","Flatanger","102","94","129","115","103","156","197","135","66","10","1","2","294","3"
"514","Leka","61","57","51","56","46","82","93","90","37","9","0","2","169","5"
"515","Inderøy","744","870","710","792","780","940","863","795","289","56","2","16","1508","19"
"516","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","8624","60"
"517","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","8624","10"
"518","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","8624","60"
"519","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","8624","10"
"520","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","8624","60"
"521","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","8624","10"
"522","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","8624","60"
"523","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","8624","10"
"524","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","2358","60"
"525","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","2358","10"
"526","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","2358","60"
"527","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","2358","10"
"528","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","2358","60"
"529","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","2358","10"
"530","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","2358","60"
"531","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","266","2358","10"
"532","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","8624","60"
"533","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","8624","10"
"534","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","8624","60"
"535","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","8624","10"
"536","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","8624","60"
"537","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","8624","10"
"538","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","8624","60"
"539","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","8624","10"
"540","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","2358","60"
"541","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","2358","10"
"542","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","2358","60"
"543","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","2358","10"
"544","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","2358","60"
"545","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","2358","10"
"546","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","2358","60"
"547","Indre","977","1264","1028","1014","1189","1462","1262","1160","516","104","1","21","2358","10"
"548","Heim","553","667","652","637","625","811","819","713","324","78","1","12","1473","6"
"549","Hitra","536","546","658","745","681","714","603","533","222","42","1","24","1013","7"
"550","Ørland","1138","1208","1322","1335","1071","1415","1302","1036","534","109","2","38","2219","24"
"551","Åfjord","478","410","475","429","418","656","578","519","241","48","0","16","1050","3"
"552","Orkland","1915","2268","2019","2309","2225","2582","2396","1942","832","194","8","63","3991","10"
"553","Nærøysund","1178","1189","1244","1272","1114","1363","1119","892","429","89","1","23","1836","8"
"554","Rindal","193","226","217","196","218","284","230","250","112","31","0","2","487","3"
"555","Bodø","5549","6367","7476","7600","6807","7143","5748","4259","1932","373","5","163","8903","40"
"556","Narvik","2027","2371","2574","2709","2436","2946","2956","2224","1028","239","5","65","4696","7"
"557","Bindal","127","160","105","116","139","186","229","217","92","20","0","6","401","1"
"558","Sømna","164","259","202","209","236","291","260","224","106","19","0","9","448","10"
"559","Brønnøy","775","1001","833","957","883","1205","975","761","325","70","2","21","1546","8"
"560","Vega","105","144","113","113","114","197","191","155","73","14","0","4","317","7"
"561","Vevelstad","38","47","44","38","52","67","62","73","24","9","0","1","135","1"
"562","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","1797","74"
"563","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","1797","29"
"564","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","1797","74"
"565","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","1797","29"
"566","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","1797","74"
"567","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","1797","29"
"568","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","1797","74"
"569","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","1797","29"
"570","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","406","74"
"571","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","406","29"
"572","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","406","74"
"573","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","406","29"
"574","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","406","74"
"575","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","406","29"
"576","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","406","74"
"577","Herøy","201","209","157","252","197","254","262","201","93","12","1","21","406","29"
"578","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","1797","74"
"579","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","1797","29"
"580","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","1797","74"
"581","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","1797","29"
"582","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","1797","74"
"583","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","1797","29"
"584","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","1797","74"
"585","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","1797","29"
"586","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","406","74"
"587","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","406","29"
"588","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","406","74"
"589","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","406","29"
"590","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","406","74"
"591","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","406","29"
"592","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","406","74"
"593","Herøy","201","209","157","252","197","254","262","201","93","12","1","8","406","29"
"594","Alstahaug","728","825","830","919","773","1093","947","807","321","56","1","31","1569","39"
"595","Leirfjord","310","244","190","298","274","282","330","223","84","33","2","13","482","5"
"596","Vefsn","1286","1518","1615","1649","1433","1973","1675","1381","668","142","2","49","2876","7"
"597","Grane","127","160","146","160","151","219","189","180","100","20","2","5","375","1"
"598","Hattfjelldal","104","146","128","121","131","185","171","182","90","18","2","5","358","1"
"599","Dønna","113","165","137","130","140","212","223","186","72","13","0","9","345","7"
"600","Nesna","159","217","202","198","230","246","251","189","80","11","0","12","371","9"
"601","Hemnes","446","491","486","539","474","638","558","514","251","61","1","15","1039","3"
"602","Rana","2501","3051","3220","3304","2925","3757","3266","2522","1140","286","8","59","5305","6"
"603","Lurøy","166","195","187","230","199","271","251","208","121","24","0","7","468","7"
"604","Træna","32","51","64","55","65","68","54","41","11","3","0","1","70","28"
"605","Rødøy","109","145","123","115","105","170","161","144","55","12","0","5","277","2"
"606","Meløy","623","760","702","713","659","917","786","668","299","84","1","27","1367","8"
"607","Gildeskål","154","194","161","187","239","275","324","266","107","21","0","5","532","3"
"608","Beiarn","94","78","83","100","100","156","167","144","86","19","0","4","325","1"
"609","Saltdal","463","554","404","535","525","664","638","582","237","45","3","18","1163","2"
"610","Fauske","885","1034","1089","1119","1136","1359","1307","1072","483","86","2","24","2172","9"
"611","Sørfold","154","195","185","185","197","283","250","270","106","20","0","5","497","1"
"612","Steigen","262","280","267","312","295","363","382","343","134","27","0","11","663","3"
"613","Lødingen","135","206","176","155","197","303","358","278","142","34","1","14","619","4"
"614","Evenes","89","131","144","113","155","184","198","206","69","19","2","3","392","6"
"615","Røst","32","46","51","36","64","84","73","51","26","6","0","3","115","47"
"616","Værøy","62","73","61","92","81","115","81","73","42","8","0","8","155","36"
"617","Flakstad","98","109","134","135","128","177","180","160","80","19","0","7","316","7"
"618","Vestvågøy","1242","1426","1457","1451","1302","1539","1408","1133","474","117","2","49","2282","28"
"619","Vågan","979","1097","1149","1257","1300","1310","1188","990","389","76","1","35","1989","21"
"620","Hadsel","842","898","927","1009","899","1149","1038","936","405","79","2","43","1854","15"
"621","Bø","210","226","265","237","242","395","428","324","208","47","2","12","753","11"
"622","Øksnes","432","475","506","580","527","699","583","466","210","52","3","23","988","14"
"623","Sortland","1136","1310","1316","1287","1291","1467","1246","1033","393","82","0","39","1998","15"
"624","Andøy","399","467","534","491","454","671","618","606","291","44","2","23","1200","7"
"625","Moskenes","51","79","94","127","143","148","138","108","73","18","0","4","255","9"
"626","Hamarøy","204","302","241","316","299","356","404","365","158","33","4","14","711","1"
"627","Tromsø","7997","8882","12577","12140","10219","10308","7792","5527","2162","379","9","202","10945","31"
"628","Harstad","2496","2909","2979","3234","3078","3288","3057","2555","1073","231","3","74","5171","58"
"629","Alta","2621","2731","3267","2949","2466","2920","2078","1566","609","110","0","73","3098","6"
"630","Vardø","124","178","213","228","238","306","290","247","76","33","0","15","493","3"
"631","Vadsø","492","643","721","647","615","934","665","579","248","49","0","18","1125","5"
"632","Hammerfest","1144","1311","1610","1578","1327","1668","1202","1001","394","74","1","75","1944","4"
"633","Kvæfjord","259","337","282","352","302","411","416","339","137","31","0","22","684","6"
"634","Tjeldsund","347","460","403","409","489","593","619","589","246","51","0","13","1138","5"
"635","Ibestad","77","106","124","126","117","191","210","194","104","30","0","1","415","6"
"636","Gratangen","86","116","110","104","119","181","151","121","69","21","1","6","277","3"
"637","Loabák","81","140","89","76","125","148","130","111","62","21","0","3","248","3"
"638","Bardu","381","460","695","453","450","460","426","408","177","37","2","8","811","2"
"639","Salangen","154","252","222","187","236","313","282","272","115","13","2","9","514","5"
"640","Målselv","645","803","1072","837","717","902","785","647","310","64","0","28","1339","2"
"641","Sørreisa","318","414","421","415","385","525","414","344","159","33","0","5","722","10"
"642","Dyrøy","62","119","101","94","107","153","192","158","59","10","1","6","303","4"
"643","Senja","1447","1845","1743","1758","1714","2058","1878","1558","710","140","0","57","3181","8"
"644","Balsfjord","468","592","610","591","622","885","709","651","326","63","0","19","1304","4"
"645","Karlsøy","171","175","230","231","203","325","356","313","143","23","1","11","627","2"
"646","Lyngen","186","282","306","233","301","398","389","397","184","38","0","15","782","3"
"647","Storfjord","143","193","210","182","209","254","275","272","82","16","0","6","502","1"
"648","Gáivuotna","158","200","203","222","172","305","290","278","147","25","0","9","565","2"
"649","Skjervøy","275","306","347","352","356","384","309","310","133","16","2","22","569","6"
"650","Nordreisa","420","631","573","525","536","691","607","530","205","53","1","23","1013","1"
"651","Kvænangen","89","109","109","105","118","186","150","156","77","19","0","4","308","1"
"652","Guovdageaidnu","321","346","320","363","364","392","351","274","100","15","1","28","506","0"
"653","Loppa","60","60","101","101","89","129","138","110","66","8","0","7","229","1"
"654","Hasvik","87","83","99","132","126","170","120","104","40","8","1","6","188","2"
"655","Måsøy","77","101","97","130","143","178","146","157","77","13","0","9","299","1"
"656","Nordkapp","201","294","388","348","311","487","415","345","112","31","0","17","642","3"
"657","Porsanger","327","394","482","410","406","615","596","443","167","23","0","20","878","1"
"658","Kárásjohka","212","272","367","300","264","389","373","251","90","25","0","13","506","0"
"659","Lebesby","93","117","153","149","129","211","167","134","61","12","0","8","271","0"
"660","Gamvik","82","78","115","147","130","178","137","129","52","6","0","6","231","1"
"661","Berlevåg","66","65","120","110","90","155","134","115","41","12","0","4","221","1"
"662","Deatnu","244","271","304","311","356","455","362","341","137","22","1","19","659","1"
"663","Unjárga","57","89","87","100","95","123","118","126","60","8","1","5","248","1"
"664","Båtsfjord","188","215","297","299","252","339","243","192","80","12","0","12","388","2"
"665","Sør-Varanger","869","1089","1397","1239","1153","1508","1191","916","411","76","1","44","1836","3"
